,max,mean,median,min,rmse,sse,std
SOLVEPNP_EPNP,1.6305890696471268,0.47061312822043405,0.38996150165109444,0.05361848069444021,0.5818695045441594,32.164351430254236,0.3421920569870713
SOLVEPNP_P3P,3.3550028423783744,0.8141712303364914,0.4909818804821097,0.04446741681458504,1.1030236302309357,115.58280724054403,0.744168217905196
SOLVEPNP_UPNP,2.1618646458073405,0.7899712779849798,0.6677157046818613,0.030317149202572814,0.981441647407798,76.09498887405607,0.5823856859722004
